,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
94,0.09375,0.0,0.0,0.0,0.122807026,0.32,0.7261905,0.33333337,0.32954547,0.25301203,0.29411763,0.29411763,0.29411763,0.26506022,0.29411763,0.30232558,0.2823529,0.27380952,0.2823529
95,0.0625,0.0,0.0,0.0,0.122807026,0.32,0.7261905,0.2777778,0.28409094,0.26506022,0.30588233,0.29411763,0.29411763,0.26506022,0.29411763,0.3139535,0.2823529,0.27380952,0.27058822
96,0.09375,0.0,0.0,0.0,0.14035088,0.32,0.7261905,0.2777778,0.30681816,0.25301203,0.30588233,0.29411763,0.29411763,0.26506022,0.29411763,0.3139535,0.27058822,0.27380952,0.27058822
97,0.1875,0.0,0.0,0.0,0.14035088,0.32,0.7261905,0.28888893,0.28409094,0.25301203,0.30588233,0.29411763,0.29411763,0.27710843,0.29411763,0.3139535,0.2823529,0.27380952,0.27058822
98,0.21874988,0.0,0.0,0.0,0.14035088,0.32,0.7261905,0.26666665,0.28409094,0.25301203,0.29411763,0.29411763,0.29411763,0.26506022,0.29411763,0.30232558,0.2588235,0.27380952,0.27058822
99,0.125,0.0,0.0,0.0,0.10526317,0.32,0.7261905,0.2777778,0.30681816,0.26506022,0.30588233,0.30588233,0.30588233,0.27710843,0.30588233,0.3139535,0.2823529,0.2857143,0.27058822
100,0.09375,0.0,0.0,0.0,0.14035088,0.32,0.71428573,0.24444444,0.31818184,0.26506022,0.30588233,0.30588233,0.30588233,0.27710843,0.30588233,0.3139535,0.2823529,0.2857143,0.2823529
101,0.125,0.0,0.0,0.0,0.14035088,0.32,0.71428573,0.28888893,0.30681816,0.27710843,0.317647,0.317647,0.30588233,0.28915662,0.30588233,0.32558137,0.29411763,0.2857143,0.2823529
102,0.125,0.0,0.0,0.0,0.14035088,0.32,0.71428573,0.32222223,0.32954547,0.27710843,0.317647,0.317647,0.317647,0.28915662,0.317647,0.32558137,0.29411763,0.2857143,0.2823529
103,0.0625,0.0,0.0,0.0,0.122807026,0.32,0.7023809,0.25555557,0.36363637,0.28915662,0.32941175,0.317647,0.317647,0.30120483,0.317647,0.3372093,0.29411763,0.29761904,0.2823529
104,0.09375,0.0,0.0,0.0,0.14035088,0.32,0.7023809,0.25555557,0.31818184,0.27710843,0.32941175,0.317647,0.317647,0.28915662,0.317647,0.3372093,0.29411763,0.29761904,0.2823529
105,0.09375,0.0,0.0,0.0,0.14035088,0.32,0.7023809,0.2777778,0.35227275,0.28915662,0.32941175,0.32941175,0.32941175,0.30120483,0.32941175,0.3372093,0.29411763,0.29761904,0.2823529
106,0.125,0.0,0.0,0.0,0.14035088,0.32,0.7023809,0.3777778,0.40909088,0.30120483,0.32941175,0.32941175,0.32941175,0.30120483,0.32941175,0.3372093,0.29411763,0.29761904,0.29411763
107,0.15625,0.0,0.0,0.11764705,0.17543858,0.32,0.7023809,0.42222226,0.35227275,0.30120483,0.34117645,0.32941175,0.32941175,0.30120483,0.32941175,0.34883723,0.30588233,0.3095238,0.29411763
108,0.15625,0.0,0.0,0.0,0.15789473,0.32,0.6904762,0.33333337,0.31818184,0.30120483,0.34117645,0.34117645,0.32941175,0.31325302,0.32941175,0.34883723,0.29411763,0.3095238,0.29411763
109,0.09375,0.0,0.0,0.11764705,0.14035088,0.32,0.6904762,0.3111111,0.3409091,0.30120483,0.35294116,0.34117645,0.34117645,0.3253012,0.34117645,0.36046508,0.30588233,0.3214286,0.30588233
110,0.03125,0.0,0.0,0.11764705,0.122807026,0.32,0.6785714,0.3777778,0.35227275,0.30120483,0.35294116,0.35294116,0.34117645,0.3253012,0.34117645,0.36046508,0.32941175,0.3214286,0.317647
111,0.125,0.0,0.0,0.0,0.15789473,0.32,0.6785714,0.4666667,0.36363637,0.30120483,0.35294116,0.35294116,0.34117645,0.3253012,0.34117645,0.36046508,0.317647,0.3214286,0.30588233
112,0.0625,0.0,0.0,0.11764705,0.15789473,0.32,0.6785714,0.4333334,0.32954547,0.30120483,0.36470586,0.35294116,0.35294116,0.3253012,0.35294116,0.37209305,0.32941175,0.3333333,0.30588233
113,0.1875,0.0,0.0,0.0,0.15789473,0.32,0.6785714,0.3888889,0.35227275,0.30120483,0.36470586,0.36470586,0.35294116,0.33734939,0.35294116,0.37209305,0.32941175,0.3333333,0.317647
114,0.09375,0.0,0.0,0.0,0.14035088,0.32,0.6666667,0.32222223,0.375,0.31325302,0.36470586,0.36470586,0.36470586,0.33734939,0.36470586,0.37209305,0.32941175,0.3333333,0.317647
115,0.1875,0.0,0.0,0.11764705,0.14035088,0.32,0.6666667,0.32222223,0.38636363,0.3253012,0.37647057,0.36470586,0.36470586,0.33734939,0.36470586,0.3837209,0.32941175,0.3333333,0.317647
116,0.03125,0.0,0.0,0.0,0.17543858,0.32,0.6666667,0.34444445,0.35227275,0.3253012,0.37647057,0.37647057,0.37647057,0.34939763,0.37647057,0.3837209,0.34117645,0.3452381,0.317647
117,0.15625,0.0,0.0,0.0,0.122807026,0.32,0.6547619,0.44444448,0.36363637,0.3253012,0.37647057,0.37647057,0.37647057,0.34939763,0.37647057,0.3837209,0.34117645,0.3452381,0.317647
118,0.09375,0.0,0.0,0.0,0.14035088,0.32,0.6547619,0.41111112,0.38636363,0.33734939,0.38823527,0.38823527,0.37647057,0.3614458,0.37647057,0.39534882,0.34117645,0.3452381,0.32941175
119,0.21874988,0.0,0.0,0.0,0.14035088,0.32,0.6547619,0.3777778,0.40909088,0.33734939,0.38823527,0.38823527,0.38823527,0.3614458,0.38823527,0.39534882,0.34117645,0.35714287,0.32941175
120,0.0625,0.0,0.0,0.4901961,0.14035088,0.32,0.64285713,0.34444445,0.38636363,0.34939763,0.39999998,0.39999998,0.38823527,0.373494,0.38823527,0.40697673,0.35294116,0.35714287,0.32941175
121,0.09375,0.0,0.0,0.0,0.10526317,0.32,0.64285713,0.2777778,0.375,0.34939763,0.41176468,0.39999998,0.39999998,0.38554218,0.39999998,0.41860464,0.35294116,0.36904764,0.34117645
122,0.0625,0.0,0.0,0.0,0.15789473,0.32,0.63095236,0.34444445,0.36363637,0.3614458,0.41176468,0.39999998,0.39999998,0.38554218,0.39999998,0.41860464,0.35294116,0.36904764,0.34117645
123,0.0625,0.0,0.0,0.0,0.17543858,0.32,0.63095236,0.35555553,0.42045456,0.3614458,0.41176468,0.41176468,0.41176468,0.39759037,0.41176468,0.41860464,0.36470586,0.38095236,0.34117645
124,0.1875,0.0,0.0,0.11764705,0.15789473,0.58,0.6190476,0.35555553,0.4431818,0.3614458,0.4235294,0.4235294,0.4235294,0.40963855,0.4235294,0.43023255,0.37647057,0.38095236,0.35294116
125,0.09375,0.0,0.0,0.0,0.17543858,0.32,0.6190476,0.3888889,0.38636363,0.373494,0.4235294,0.4235294,0.4235294,0.39759037,0.4235294,0.43023255,0.37647057,0.38095236,0.35294116
126,0.125,0.0,0.0,0.11764705,0.15789473,0.58,0.6190476,0.41111112,0.4318182,0.38554218,0.4352941,0.4352941,0.4235294,0.40963855,0.4235294,0.4418604,0.38823527,0.39285713,0.36470586
127,0.21874988,0.0,0.0,0.11764705,0.15789473,0.58,0.60714287,0.8444445,0.4431818,0.38554218,0.4352941,0.4352941,0.4352941,0.42168674,0.4352941,0.4418604,0.38823527,0.39285713,0.37647057
128,0.1875,0.0,0.0,0.254902,0.15789473,0.58,0.60714287,0.4666667,0.4431818,0.38554218,0.44705874,0.44705874,0.4352941,0.42168674,0.4352941,0.45348832,0.39999998,0.4047619,0.37647057
129,0.21874988,0.0,0.0,0.0,0.17543858,0.58,0.5952381,0.45555556,0.45454544,0.39759037,0.44705874,0.44705874,0.44705874,0.43373492,0.44705874,0.45348832,0.39999998,0.4047619,0.36470586
